"author_list";"title";"journal";"year";"language";"language_comments";"evidence_point_ID";"country";"country_comments";"locality";"coordinates_N";"coordinates_E";"year_start";"year_end";"elevation";"elevation_DEM";"study_design";"study_design_comments";"experimental_design";"study_method";"study_method_comments";"exposure_quantification";"exposure_quantification_comments";"additional_exposures";"additional_treatments_comments";"extent_of_spatial_scale";"spatial_resolution_recorded";"spatial_resolution_reported";"extent_of_temporal_scale";"temporal_resolution";"redundancy";"biological_organization_level_recorded";"biological_organization_recorded_comments";"biological_organization_level_reported";"biological_organization_reported_comments";"identity_of_biological_organization_unit";"management_plant";"conservation_plant";"conservation_plant_comments";"measured_response_variable";"measured_response_comments";"herbivore_identity";"herbivore_type";"herbivore_type_comments";"herbivory_season";"herbivory_season_comment";"effect_type";"effect_type_comments";"management_herbivore";"management_herbivore_comments";"conservation_herbivore";"conservation_herbivore_comments";"management";"management_area";"conservation_study_area";"conservation_study_area_comment";"distance_to_treeline";"temperature";"temperature_measure";"precipitation";"precipitation_measure";"climate_axis_1";"climate_axis_2";"climate_axis_3";"growing_season";"distance_from_coast";"bioclimatic_zone";"soil_type.";"productivity";"productivity_P";"recent_warming";"recent_greening";"extent_of_recent_growing_season_change";"herbivore_diversity";"habitat_type_P";"habitat_type_C";"disturbance";"disturbance_comment";"permafrost";"food_web_context_other_herbivores";"food_web_context_predators";"conservation_focus";"comment";"coding.person";"coding.checked"
"Järvinen";"The life history of Ranunculus glacialis, an arctic-alpine perennial herb, in Finnish Lapland";"Holarctic Ecology";"1989";"english";NA;"3045_a";"Finland";NA;"Iso-Malla Mountain";"69.0083333333333";"20.0666666666666";"1982";"1986";"860";NA;"observational";NA;"not relevant";"field";NA;"other";"natural/ambient herbivory; no clear trend in population/grazing pressure";"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"5";"annual";"not redundant";"individual";NA;"individual";NA;"Ranunculus_ glacialis";"not reported";"not reported";NA;"several";"biomass, reproduction/recruitment";"small_rodents";"small rodents and pikas";NA;"summer";NA;"several";"removal of plant parts, fertilizing";"non-managed";NA;"not reported";NA;"not reported";"not reported";"protected area";NA;NA;"3.7_6.0, 4.8";"summer_range, summer_mean";"94_195, 156.8";"summer_sum_range, summer_sum_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"wet_barren_ground";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Several herbivores listed (row 43) as being in this region in general, but then specifically stated that there was small rodent herbivory at one end of the plot in July 1983,. Therefore, only small rodents selected for herbivore type. For temperature and precipitation, summer defined as June-August. Original habitat type: wet barren ground; harsh subarctic; soil coarse-textured and composed of loose sand and gravel";"Kelly Hopping";"Eeva Soininen"
"Järvinen";"The life history of Ranunculus glacialis, an arctic-alpine perennial herb, in Finnish Lapland";"Holarctic Ecology";"1989";"english";NA;"3045_b";"Finland";NA;"Iso-Malla Mountain";"69.0083333333333";"20.0666666666666";"1985";"1986";"860";NA;"experimental";NA;"before-after-control-impact";"field";NA;"simulated herbivory";"simulated via urea addition";"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"twice, interval one year or shorter";"not redundant";"individual";NA;"individual";NA;"Ranunculus_ glacialis";"not reported";"not reported";NA;"several";"reproduction/recruitment, morphological measure";"small_rodents";"small rodents and pikas";NA;"summer";NA;"fertilizing";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"protected area";NA;NA;"3.7_6.0, 4.8";"summer_range, summer_mean";"94_195, 156.8";"summer_sum_range, summer_sum_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"wet_barren_ground";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Several herbivores listed (row 43) as being in this region in general, but then specifically stated that there was small rodent herbivory at one end of the plot in July 1983,. Therefore, only small rodents selected for herbivore type. For temperature and precipitation, summer defined as June-August. Original habitat type: wet barren ground; harsh subarctic; soil coarse-textured and composed of loose sand and gravel";"Kelly Hopping";"Eeva Soininen"
"Kotanen, Jefferies";"The leaf and shoot demography of grazed and ungrazed plants of Carex subspathacea";"Journal of Ecology";"1987";"english";NA;"3083_a";"Canada";NA;"La Pérouse Bay";"58.72";"-93.43";"1984";"1985";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"irregular with intervals shorter than a year";"not redundant";"individual";NA;"individual";NA;"Carex_subspathacea";"not reported";"not reported";NA;"several";"reproduction/recruitment, survival/mortality, morphological measure";"Chen_caerulescens_caerulescens";"waterfowl";NA;"summer";NA;"several";"removal of plant parts, fertilizing";"not reported";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"swards_where_productivity_is_increased_by_geese";NA;NA;NA;NA;"salt_marshes";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"The extent of the study area is not explicitly stated and no map is shown, but a design of 6 0.5*0.5m plots is described wothout a reference to larger spatial scale. Study area therefore assumed to be less than 1 x 1 km. Morphological measures was recruitment and survival of leaves. The study was eperimental, but random allocation of treatment is not explicitly mentioned.";"Dorothee Ehrich";"Eeva Soininen"
"Oksanen, Ericson";"Dynamics of tundra and taiga populations of herbaceous plants in relation to the Tihomirov-Fretwell and Kalela-Tast hypotheses.";"Oikos";"1987";"english";NA;"3085_a";"Norway";NA;"Finnmarksvidda";"69.316667";"23.816667";"1977";"1984";"430_600";NA;"observational";NA;"not relevant";"field";NA;"other";"natural/ambient herbivory; increases and decreases in population/grazing pressure across years";"not relevant";NA;"not reported";"up to  1x1 m (including 1x1 m)";"not reported";"8";"annual";"not redundant";"individual";NA;"population/species";NA;"Solidago_virgaurea, Carex_bigelowii, Trollius_europaeus";"not reported";"not reported";NA;"several";"reproduction/recruitment, morphological measure, other abundance measure, direct signs of herbivory";"vole";"small rodents and pikas";NA;"summer";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"less_productive";NA;NA;NA;NA;"windbarren_sandy_ridge, blueberry_lichen_moss_heath, snowbed, mesic_meadow_forb_willow";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"For spatial_resolution_recorded: 1 windbarren sample plot  10 m2; 7 typical tundra heath plots  0.6 m2; 7 snowbed plots  0.6 m2 and 1 snowbed plot  40 m2; 7 mesic meadow tundra plots  0.6 m2. I put up to 1 x 1 m because the majority were 0.6 m2, but some were much larger. Original info on response variable: reproduction/recruitment (floral shoots and seedlings), morphological measure (vegetative shoots), abundance, direct signs of herbivory. Oroginal habitat info: orohemiarctic; 4 tundra habitats: windbarren (sandy ridge); typical tundra heath (level moraine, blueberry-lichen-moss heath); snowbed (stony slope); mesic meadow tundra (depression in heath, goldenrod-globe flower meadow with willows)";"Kelly Hopping";"Eeva Soininen"
"Sedinger, Raveling";"Timing of nesting by Canada geese in relation to the phenology and availability of their food plants.";"Journal of Animal Ecology";"1986";"english";NA;"3104_a";"Alaska";NA;"Yukon-Kuskokwim Delta";"61";"-165";"1977";"1979";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"3";"regular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"Carex_subspathacea, Carex_makenziei, Triglochin_palustris";"not reported";"not reported";NA;"several";"biomass, chemical composition";"Branta_canadensis_minima";"waterfowl";NA;"spring";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"mudflats";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"2 different habitats reported separately --> 2 evidence points. Original response variable: biomass (standing crop) and chemical composition (% N). Habitat: mudflats (bare mud and stands of Carex subspathacea or Puccinellia phryganodes)";"Isabel C Barrio";"Eeva Soininen"
"Sedinger, Raveling";"Timing of nesting by Canada geese in relation to the phenology and availability of their food plants.";"Journal of Animal Ecology";"1986";"english";NA;"3104_b";"Alaska";NA;"Yukon-Kuskokwim Delta";"61";"-165";"1977";"1979";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"3";"regular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"Carex_subspathacea, Carex_makenziei, Triglochin_palustris";"not reported";"not reported";NA;"several";"biomass, chemical composition";"Branta_canadensis_minima";"waterfowl";NA;"spring";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"graminoid_meadow";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"2 different habitats reported separately --> 2 evidence points. Original response variable: biomass (standing crop) and chemical composition (% N). Habitat: mixed meadows (Carex rariflora, C. ramenskii, Calamagrostis deschampsioides and Dupontia fischeri)";"Isabel C Barrio";"Eeva Soininen"
"Cargill, Jefferies";"The Effects Of Grazing By Lesser Snow Geese On The Vegetation Of A Sub-Arctic Salt-Marsh";"Journal of Applied Ecology";"1984";"english";NA;"3116_a";"Canada";NA;"La Pérouse Bay";"58.8449";"-94.8289";"1979";"1980";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"regular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"Puccinellya_phryganodes, Carex_subspathacea";"not reported";"not reported";NA;"several";"biomass, physiological measure";"Chen_caerulescens_caerulescens";"waterfowl";NA;"summer";NA;"several";"removal of plant parts, disturbance, fertilization";"non-managed";NA;"increased/range expansion";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"salt_marsh";NA;"not reported";NA;NA;"mentioned";"not reported";"not reported";"Original response: biomass (NAPP ) and plant quality (leaf N and cellulose content)";"Isabel C Barrio";"Eeva Soininen"
"Oksanen";"Trophic exploitation and Arctic phytomass patterns";"American Naturalist";"1983";"english";NA;"3138_a";"Alaska";NA;"Barrow";"71.2906";"-156.7886";"not reported";"not reported";"not reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";"comparing environment with lemmings (Barrow) to one without (Truelove Lowland)";"not relevant";NA;"not reported";"not reported";"up to  1x1 m (including 1x1 m)";"not reported";"not reported";"not redundant";"community";NA;"community";NA;"moss, meadows";"not reported";"not reported";NA;"biomass";NA;"Lemmus";"small rodents and pikas";NA;"not reported";"winter lemming grazing is mentioned in general, but it's unclear whether this is the only season";"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"-13, 4";"annual_mean, July_mean";"124, 58";"annual_mean, summer_mean";NA;NA;NA;NA;NA;NA;NA;NA;"comparable_to_Truelove_Lowland";NA;NA;NA;NA;"meadows";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Phytomass data taken from final IBP report, but this wasn't included in the systematic review. Extent of temporal scale unknown, so left blank. For precipitation summer is June-August. Habitat type: meadows -- Luzula and Salix heaths; meadows: Cochlearia, Carex-Poa, Carex-Onchophorus, Dupontia, Carex-Eriophorum, Arctophila";"Kelly Hopping";"Eeva Soininen"
"Oksanen";"Trophic exploitation and Arctic phytomass patterns";"American Naturalist";"1983";"english";NA;"3138_b";"Canada";NA;"Truelove Lowland";"75.05";"-86";"not reported";"not reported";"not reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";"comparing environment with lemmings (Barrow) to one without (Truelove Lowland)";"not relevant";NA;"not reported";"not reported";"up to  1x1 m (including 1x1 m)";"not reported";"not reported";"not redundant";"community";NA;"community";NA;"moss, meadows";"not reported";"not reported";NA;"biomass";NA;"not reported";"unknown";"brown lemmings do not occur here";"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"-16, 5";"annual_mean, July_mean";"130, 59";"annual_mean, summer_mean";NA;NA;NA;NA;NA;NA;NA;NA;"higher_primary_productivity_than_Hardangervidda";NA;NA;NA;NA;"meadows";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Phytomass data taken from final IBP report, but this wasn't included in the systematic review. Extent of temporal scale unknown, so left blank. For precipitation summer is June-August";"Kelly Hopping";"Eeva Soininen"
"Oksanen";"Trophic exploitation and Arctic phytomass patterns";"American Naturalist";"1983";"english";NA;"3138_c";"Finland";NA;"Kilpisjärvi";"69.016667";"20.833333";"1972";"1978";"not reported";NA;"observational";NA;"not relevant";"field";NA;"herbivore outbreak";"lemming peak and crash";"not relevant";NA;"not reported";"not reported";"up to  1x1 m (including 1x1 m)";"7";"annual";"not redundant";"community";NA;"community";NA;"moss";"not reported";"not reported";NA;"biomass";NA;"Lemmus_lemmus";"small rodents and pikas";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moss_banks";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"No lat/long coordinates included for this site in the Coordinates_scoring file, so I got them for the location of Kilpisjärvi in Google Earth, which is in the town. I couldn't get the file for the original study from which these data were taken in order to check the exact location there.  The data were taken from this other study, but that study wasn't included in our systematic review. ICB: got coordinates from another study at Kilpisjärvi (Virtanen et al)";"Kelly Hopping";"Eeva Soininen"
"Derksen, Eldridge, Weller";"Habitat ecology of Pacific black brant and other geese moulting near Teshekpuk Lake, Alaska.";"Wildfowl";"1982";"english";NA;"3142_a";"Alaska";NA;"East Long Lake";"70.683138";"-152.614756";"1978";"1978";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"regular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"for a list of species see Table 4";"not reported";"not reported";NA;"several";"cover, morphological measure, biomass";"Branta_bernicla_nigricans, Branta_canadensis";"waterfowl";NA;"not reported";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moss_habitat, sedge_habitat";NA;"human infrastructure";NA;NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
"Derksen, Eldridge, Weller";"Habitat ecology of Pacific black brant and other geese moulting near Teshekpuk Lake, Alaska.";"Wildfowl";"1982";"english";NA;"3142_b";"Alaska";NA;"Island Lake";"70.818241";"-153.148498";"1978";"1978";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"regular with intervals shorter than a year";"not redundant";"population/species";NA;"population/species";NA;"for a list of species see Table 4";"not reported";"not reported";NA;"several";"cover, morphological measure, biomass";"Branta_bernicla_nigricans, Branta_canadensis";"waterfowl";NA;"not reported";NA;"not reported";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moss_habitat, sedge_habitat";NA;"human infrastructure";NA;NA;"not reported";"not reported";"not reported";NA;"Isabel C Barrio";"Eeva Soininen"
"Prudhomme";"The effect of defoliation history on photosynthetic rates in mountain birch.";"Reports from the Kevo Subarctic Research Station, 18, Annales Universitatis Turkuensis, Ser. A II";"1982";"english";NA;"3147_a";"Finland";NA;"Kevo";"69.756604";"27.008423";"1979";"1979";"not reported";NA;"quasi-experimental";NA;"control-impact";"field";NA;"spatial contrast/gradient";"herbivore outbreak with spatial contrast (i.e., sampling in areas where the outbreak had occurred and where it hadn't due to environmental differences)";"none";NA;"not reported";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"once";"not redundant";"individual";NA;"population/species";NA;"Betula_pubescens_tortuosa";"not reported";"not reported";NA;"physiological response";"photosynthetic rate";"Epirrita_autumnata";"defoliating invertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"Fennoscandian_subarctic_birch_forest_zone";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"site: near Kevo Subarctic Research Station and on fell Jesnalvaara. Study in forest but based on Google Earth this is ecotone forest.";"Kelly Hopping";"Eeva Soininen"
